4077300000000000 4074500000000000 4070d00000000000 4077400000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4077300000000000 4074500000000000 4070d00000000000 4077400000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4070000000000000 c04c800000000000 402c000000000000 4064600000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c06fe00000000000 4051400000000000 4060600000000000 c060000000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c06fe00000000000 4051400000000000 40605fffffffffff c060000000000001 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c07f500000000000 3ff0000000000000 406f800000000000 c07f700000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c07f500000000000 3ff0000000000000 406f800000000000 c07f700000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c076900000000000 406b800000000000 c068e00000000000 c061000000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c073f00000000000 407a600000000000 c070200000000000 4073800000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c073f00000000000 407a600000000000 c070200000000000 40737ffffffffffe 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4073c00000000000 4078d00000000000 0000000000000000 4051400000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4073c00000000000 4078d00000000000 0000000000000000 4051400000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
406f600000000000 c06a400000000000 c063800000000000 407bf00000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c069a00000000000 c07f100000000000 c070900000000000 c07a800000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c069a00000000000 c07f100000000000 c0708fffffffffff c07a7fffffffffff 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4040000000000000 4051000000000000 4076b00000000000 406ee00000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4040000000000000 4051000000000000 4076b00000000000 406ee00000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c07fa00000000000 4064c00000000000 4048000000000000 407b600000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4070e00000000000 4067000000000000 c077b00000000000 4054400000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
4070e00000000000 4067000000000000 c077afffffffffff 40543ffffffffffa 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c06aa00000000000 4060400000000000 c05e000000000000 c072f00000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
c06aa00000000000 4060400000000000 c05e000000000000 c072f00000000000 3fe6a09e667f3bcd 3fe6a09e667f3bcd 0
